RCGL Distributor,,Direct Purchaser,Landscape Distributor,RCGL,
RCGL Distributor,Distributor - Non Hunter,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,"Irrigation, Landscape Lighting"
RCGL Distributor,Distributor Branch,Direct Purchaser,Landscape Distributor,RCGL,"Irrigation, Landscape Lighting"
RCGL Distributor,Distributor Sales Parent,Direct Purchaser,Landscape Distributor,RCGL,"Irrigation, Landscape Lighting"
RCGL Distributor,Lighting Distributor,Direct Purchaser,FX Only Distributor,RCGL,Landscape Lighting
RCGL Distributor,Retail Store,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,Irrigation
RCGL Distributor,Retailer,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,Irrigation
RCGL Installer,,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
RCGL Installer,Builder,Influencer,Builder/Developer,RCGL,Irrigation
RCGL Installer,Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
RCGL Installer,General Contractor,Influencer,Construction Managment / GC,RCGL,Irrigation
RCGL Installer,Irrigation Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
RCGL Installer,Landscape Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
RCGL Installer,Maintenance Contractor,Indirect Purchaser,Installer/Contractor,RCGL,Irrigation
RCGL Installer,Developer,Influencer,Builder/Developer,RCGL,"Irrigation, Commercial"
RCGL Installer,Cemetery,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
RCGL Installer,Corporate Institute,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
RCGL Installer,HOA,Influencer,Other - Influencer,RCGL,"Irrigation, HOA"
RCGL Agency,,Indirect Purchaser,Municipality/Public Agency,RCGL,Irrigation
RCGL Agency,Agricultural/greenhouses/growers,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Nursery & Greenhouse"
RCGL Agency,Association,Influencer,Trade Organization,RCGL,Irrigation
RCGL Agency,Educator (professor/teacher),Influencer,Education,RCGL,Irrigation
RCGL Agency,Government,Indirect Purchaser,Municipality/Public Agency,RCGL,Irrigation
RCGL Agency,Hospital/institutions,Influencer,Site - sub-contract,RCGL,Irrigation
RCGL Agency,Hotel/Resorts/Master Planned Community Developer,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Hotel/Resort"
RCGL Agency,Management Company,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
RCGL Agency,Municipality,Indirect Purchaser,Municipality/Public Agency,RCGL,Irrigation
RCGL Agency,Parks And Recreation,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Parks & Recreation"
RCGL Agency,Property Manager,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
RCGL Agency,School - Grounds Maintenance,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, School District"
RCGL Agency,Sports Facilities,Indirect Purchaser,Site - Purchase from Distribution,RCGL,"Irrigation, Sports Fields"
RCGL Agency,Sports Surface Consultant,Influencer,Specifier/Designer,RCGL,"Irrigation, Sports Fields"
RCGL Agency,Theme/amusement Park,Indirect Purchaser,Site - Purchase from Distribution,RCGL,Irrigation
RCGL Agency,Water Agency,Influencer,Water District,RCGL,"Irrigation, Water District"
RCGL Specifier,,Influencer,Specifier/Designer,RCGL,Irrigation
RCGL Specifier,Architect,Influencer,Specifier/Designer,RCGL,Irrigation
RCGL Specifier,Engineer,Influencer,Specifier/Designer,RCGL,Irrigation
RCGL Specifier,Engineering Architect,Influencer,Specifier/Designer,RCGL,Irrigation
RCGL Specifier,Irrigation Consultant,Influencer,Specifier/Designer,RCGL,Irrigation
RCGL Specifier,Irrigation Designer,Influencer,Specifier/Designer,RCGL,Irrigation
RCGL Specifier,Landscape Architect,Influencer,Specifier/Designer,RCGL,Irrigation
RCGL Specifier,Landscape Designer,Influencer,Specifier/Designer,RCGL,Irrigation
RCGL Specifier,Lighting Consultant,Influencer,Specifier/Designer,RCGL,Landscape Lighting
RCGL Specifier,Lighting Designer,Influencer,Specifier/Designer,RCGL,Landscape Lighting
RCGL Specifier,Specifier,Influencer,Specifier/Designer,RCGL,Irrigation
RCGL Specifier,Landscape Architecture Student,Influencer,Specifier/Designer,RCGL,Irrigation
RCGL Dealer,,Indirect Purchaser,Dealer/Sub-Distributor,RCGL,"Irrigation, Landscape Lighting"
RCGL Builder/Developer,,Influencer,Builder/Developer,RCGL,"Irrigation, New Home Construction"
RCGL Builder/Developer,National,Influencer,Builder/Developer,RCGL,"Irrigation, New Home Construction"
RCGL Builder/Developer,Regional,Influencer,Builder/Developer,RCGL,"Irrigation, New Home Construction"
Other,Building Automation,Influencer,Other - Influencer,RCGL,"Irrigation, Commercial"
Other,End User,Influencer,Other - Influencer,RCGL,
Other,Hunter Employee,,,RCGL,
Other,Senninger Employee,,,RCGL,
Other,Industry Contact,Influencer,Competitor,RCGL,
Other,Manufacturer,Influencer,Competitor,RCGL,
Other,Other,Influencer,Other - Influencer,RCGL,
Other,Publications,Influencer,Media,RCGL,
Golf,Golf,Golf Course,Golf Course,RCGL,Golf
Golf,Golf Course,Golf Course,Golf Course,RCGL,Golf
